session	list	group	subject	age	sex	hand	assist	trial	file	stimulus	p_universal	is_target	is_word	targettype	red	is_schwa	duration	rt	rt_end	response	correctness
1	B2	1	7	19	female	right	Other	124	f71_1_p2_1_mono.wav	le record	NA	no	yes	filler	u	yes	909.0	1077	168	5	yes
1	B2	1	7	19	female	right	Other	125	n62_0_p4_1_mono.wav	l'hosor	NA	no	no	filler	NA	no	774.0	1804	1030	1	yes
1	B2	1	7	19	female	right	Other	126	n21_1_p3_1_mono.wav	le repèze	NA	no	no	filler	u	yes	990.0	1217	227	5	no
1	B2	1	7	19	female	right	Other	127	f68_2_p4_1_mono.wav	le r'tard	NA	no	yes	filler	r	yes	935.0	1932	997	5	yes
1	B2	1	7	19	female	right	Other	128	f55_0_p4_1_mono.wav	le livre	NA	no	yes	filler	NA	no	872.0	1424	552	5	yes
1	B2	1	7	19	female	right	Other	129	f33_0_p4_1_mono.wav	le rapport	NA	no	yes	filler	NA	no	872.0	2015	1143	5	yes
1	B2	1	7	19	female	right	Other	130	f42_0_p1_1_mono.wav	la chance	NA	no	yes	filler	NA	no	807.0	1134	327	5	yes
1	B2	1	7	19	female	right	Other	131	t20_2_p3_2_mono.wav	le m'neau		yes	yes	mismatch	r	yes	607.0	1673	1066	5	yes
1	B2	1	7	19	female	right	Other	132	f60_0_p1_1_mono.wav	le tour	NA	no	yes	filler	NA	no	839.0	1563	724	5	yes
1	B2	1	7	19	female	right	Other	133	f54_0_p1_1_mono.wav	le journal	NA	no	yes	filler	NA	no	910.0	1385	475	5	yes
1	B2	1	7	19	female	right	Other	134	n06_2_p4_1_mono.wav	le r'tal	NA	no	no	filler	r	yes	862.0	1544	682	1	yes
1	B2	1	7	19	female	right	Other	135	f57_0_p2_1_mono.wav	le prix	NA	no	yes	filler	NA	no	792.0	1163	371	1	no
1	B2	1	7	19	female	right	Other	136	f56_0_p3_1_mono.wav	le pays	NA	no	yes	filler	NA	no	738.0	1428	690	1	no
1	B2	1	7	19	female	right	Other	137	n03_2_p2_1_mono.wav	la m'quisse	NA	no	no	filler	r	yes	912.0	1151	239	1	yes
1	B2	1	7	19	female	right	Other	138	f26_0_p1_1_mono.wav	la ville	NA	no	yes	filler	NA	no	741.0	1175	434	5	yes
1	B2	1	7	19	female	right	Other	139	n24_2_p4_1_mono.wav	le f'quon	NA	no	no	filler	r	yes	660.0	1260	600	1	yes
1	B2	1	7	19	female	right	Other	140	n30_0_p2_1_mono.wav	le pien	NA	no	no	filler	NA	no	691.0	1655	964	1	yes
1	B2	1	7	19	female	right	Other	141	n45_0_p3_1_mono.wav	la horgune	NA	no	no	filler	NA	no	731.0	2067	1336	1	yes
1	B2	1	7	19	female	right	Other	142	n63_0_p1_1_mono.wav	la histienne	NA	no	no	filler	NA	no	786.0	1346	560	1	yes
1	B2	1	7	19	female	right	Other	143	n58_0_p1_1_mono.wav	la siture	NA	no	no	filler	NA	no	885.0	1254	369	1	yes
1	B2	1	7	19	female	right	Other	144	f24_0_p2_1_mono.wav	la maison	NA	no	yes	filler	NA	no	625.0	1218	593	5	yes
1	B2	1	7	19	female	right	Other	145	f38_0_p3_1_mono.wav	l'hôtel	NA	no	yes	filler	NA	no	721.0	1227	506	5	yes
1	B2	1	7	19	female	right	Other	146	n26_0_p4_1_mono.wav	la jun	NA	no	no	filler	NA	no	568.0	1501	933	1	yes
1	B2	1	7	19	female	right	Other	147	n12_2_p2_1_mono.wav	le r'chant	NA	no	no	filler	r	yes	566.0	978	412	1	yes
1	B2	1	7	19	female	right	Other	148	f12_0_p4_1_mono.wav	le monde	NA	no	yes	filler	NA	no	723.0	1266	543	5	yes
1	B2	1	7	19	female	right	Other	149	n93_2_p3_1_mono.wav	le r'vercle	NA	no	no	filler	r	yes	806.0	1684	878	1	yes
1	B2	1	7	19	female	right	Other	150	f39_0_p1_1_mono.wav	l'histoire	NA	no	yes	filler	NA	no	949.0	1231	282	5	yes
1	B2	1	7	19	female	right	Other	151	t04_2_p1_2_mono.wav	la r'liure		yes	yes	mismatch	r	yes	946.0	1593	647	1	no
1	B2	1	7	19	female	right	Other	152	f16_0_p4_1_mono.wav	l'école	NA	no	yes	filler	NA	no	771.0	1758	987	5	yes
1	B2	1	7	19	female	right	Other	153	n55_0_p3_1_mono.wav	le nourd	NA	no	no	filler	NA	no	876.0	2642	1766	1	yes
1	B2	1	7	19	female	right	Other	154	n77_0_p4_1_mono.wav	le bruc	NA	no	no	filler	NA	no	880.0	1294	414	5	no
1	B2	1	7	19	female	right	Other	155	t14_1_p2_2_mono.wav	la chenille		yes	yes	match	u	yes	938.0	1220	282	5	yes
1	B2	1	7	19	female	right	Other	156	f40_0_p1_1_mono.wav	l'homme	NA	no	yes	filler	NA	no	638.0	1291	653	5	yes
1	B2	1	7	19	female	right	Other	157	n76_0_p4_1_mono.wav	le tenre	NA	no	no	filler	NA	no	832.0	1730	898	1	yes
1	B2	1	7	19	female	right	Other	158	n01_2_p1_1_mono.wav	la b'rasse	NA	no	no	filler	r	yes	889.0	2304	1415	1	yes
1	B2	1	7	19	female	right	Other	159	t03_1_p4_2_mono.wav	la menotte		yes	yes	match	u	yes	947.0	1731	784	1	no
1	B2	1	7	19	female	right	Other	160	n78_0_p1_1_mono.wav	le jourlingue	NA	no	no	filler	NA	no	993.0	2782	1789	1	yes
1	B2	1	7	19	female	right	Other	161	n02_2_p2_1_mono.wav	la l'druche	NA	no	no	filler	r	yes	869.0	1766	897	1	yes
1	B2	1	7	19	female	right	Other	162	n16_1_p4_1_mono.wav	la pedoche	NA	no	no	filler	u	yes	911.0	2133	1222	1	yes
1	B2	1	7	19	female	right	Other	163	f20_0_p3_1_mono.wav	la famille	NA	no	yes	filler	NA	no	856.0	1529	673	5	yes
1	B2	1	7	19	female	right	Other	164	f35_0_p4_1_mono.wav	le soldat	NA	no	yes	filler	NA	no	677.0	2354	1677	5	yes
1	B2	1	7	19	female	right	Other	165	f67_1_p3_1_mono.wav	le refuge	NA	no	yes	filler	u	yes	888.0	1523	635	5	yes
1	B2	1	7	19	female	right	Other	166	t10_1_p1_2_mono.wav	le rebond		yes	yes	match	u	yes	640.0	2288	1648	5	yes
1	B2	1	7	19	female	right	Other	167	n86_1_p3_1_mono.wav	le repire	NA	no	no	filler	u	yes	965.0	1707	742	1	yes
1	B2	1	7	19	female	right	Other	168	n48_0_p2_1_mono.wav	la mainou	NA	no	no	filler	NA	no	740.0	1148	408	5	no
1	B2	1	7	19	female	right	Other	169	t23_1_p3_2_mono.wav	la secousse		yes	yes	match	u	yes	899.0	2053	1154	5	yes
1	B2	1	7	19	female	right	Other	170	n40_0_p3_1_mono.wav	l'équise	NA	no	no	filler	NA	no	872.0	1467	595	1	yes
1	B2	1	7	19	female	right	Other	171	n29_0_p2_1_mono.wav	le choint	NA	no	no	filler	NA	no	721.0	2689	1968	1	yes
1	B2	1	7	19	female	right	Other	172	f61_1_p3_1_mono.wav	le semi	NA	no	yes	filler	u	yes	716.0	2003	1287	5	yes
1	B2	1	7	19	female	right	Other	173	f37_0_p2_1_mono.wav	l'amour	NA	no	yes	filler	NA	no	839.0	1714	875	5	yes
1	B2	1	7	19	female	right	Other	174	n36_0_p1_1_mono.wav	le linde	NA	no	no	filler	NA	no	848.0	3430	2582	1	yes
1	B2	1	7	19	female	right	Other	175	n42_0_p1_1_mono.wav	l'endos	NA	no	no	filler	NA	no	588.0	1144	556	1	yes
1	B2	1	7	19	female	right	Other	176	f46_0_p1_1_mono.wav	la part	NA	no	yes	filler	NA	no	851.0	1745	894	5	yes
1	B2	1	7	19	female	right	Other	177	t17_2_p4_2_mono.wav	la s'moule		yes	yes	mismatch	r	yes	894.0	1341	447	5	yes
1	B2	1	7	19	female	right	Other	178	f70_2_p2_1_mono.wav	le s'mestre	NA	no	yes	filler	r	yes	960.0	1949	989	1	no
1	B2	1	7	19	female	right	Other	179	f23_0_p1_1_mono.wav	la mère	NA	no	yes	filler	NA	no	902.0	1535	633	5	yes
1	B2	1	7	19	female	right	Other	180	n66_0_p2_1_mono.wav	la cance	NA	no	no	filler	NA	no	861.0	2114	1253	1	yes
1	B2	1	7	19	female	right	Other	181	n37_0_p4_1_mono.wav	le padiot	NA	no	no	filler	NA	no	652.0	1994	1342	1	yes
1	B2	1	7	19	female	right	Other	182	f58_0_p1_1_mono.wav	le service	NA	no	yes	filler	NA	no	935.0	1801	866	5	yes
1	B2	1	7	19	female	right	Other	183	n39_0_p2_1_mono.wav	le grat	NA	no	no	filler	NA	no	621.0	2597	1976	1	yes
1	B2	1	7	19	female	right	Other	184	f19_0_p2_1_mono.wav	l'idée	NA	no	yes	filler	NA	no	796.0	1448	652	1	no
1	B2	1	7	19	female	right	Other	185	n32_0_p1_1_mono.wav	l'heule	NA	no	no	filler	NA	no	678.0	1794	1116	1	yes
1	B2	1	7	19	female	right	Other	186	n73_0_p1_1_mono.wav	le buveau	NA	no	no	filler	NA	no	615.0	2442	1827	1	yes
1	B2	1	7	19	female	right	Other	187	t08_1_p3_2_mono.wav	la semelle		yes	yes	match	u	yes	916.0	1445	529	5	yes
1	B2	1	7	19	female	right	Other	188	n71_0_p3_1_mono.wav	la foite	NA	no	no	filler	NA	no	994.0	1913	919	5	no
1	B2	1	7	19	female	right	Other	189	t15_2_p2_2_mono.wav	la p'louse		yes	yes	mismatch	r	yes	889.0	1267	378	5	yes
1	B2	1	7	19	female	right	Other	190	n27_0_p2_1_mono.wav	la tuit	NA	no	no	filler	NA	no	916.0	1561	645	1	yes
1	B2	1	7	19	female	right	Other	191	n85_1_p1_1_mono.wav	le sefunt	NA	no	no	filler	u	yes	726.0	1846	1120	5	no
1	B2	1	7	19	female	right	Other	192	f02_0_p2_1_mono.wav	la main	NA	no	yes	filler	NA	no	540.0	1708	1168	5	yes
1	B2	2	8	22	female	right	Other	1	f04_0_p2_1_mono.wav	la soeur	NA	no	yes	filler	NA	no	790.0	4072	3282	1	no
1	B2	2	8	22	female	right	Other	2	n35_0_p3_1_mono.wav	le missien	NA	no	no	filler	NA	no	721.0	3423	2702	5	no
1	B2	2	8	22	female	right	Other	3	n19_1_p3_1_mono.wav	le chedel	NA	no	no	filler	u	yes	870.0	2510	1640	1	yes
1	B2	2	8	22	female	right	Other	4	t22_2_p3_2_mono.wav	le r'nard		yes	yes	match	r	yes	857.0	1415	558	5	yes
1	B2	2	8	22	female	right	Other	5	n25_0_p1_1_mono.wav	l'incre	NA	no	no	filler	NA	no	771.0	1517	746	1	yes
1	B2	2	8	22	female	right	Other	6	t05_2_p3_2_mono.wav	le g'nièvre		yes	yes	match	r	yes	943.0	1440	497	5	yes
1	B2	2	8	22	female	right	Other	7	f05_0_p2_1_mono.wav	le chien	NA	no	yes	filler	NA	no	668.0	1415	747	5	yes
1	B2	2	8	22	female	right	Other	8	f14_0_p2_1_mono.wav	le soir	NA	no	yes	filler	NA	no	891.0	1644	753	5	yes
1	B2	2	8	22	female	right	Other	9	n23_1_p2_1_mono.wav	la sepave	NA	no	no	filler	u	yes	897.0	1532	635	1	yes
1	B2	2	8	22	female	right	Other	10	f10_0_p2_1_mono.wav	le chat	NA	no	yes	filler	NA	no	582.0	1729	1147	5	yes
1	B2	2	8	22	female	right	Other	11	f08_0_p4_1_mono.wav	l'heure	NA	no	yes	filler	NA	no	735.0	3013	2278	5	yes
1	B2	2	8	22	female	right	Other	12	f03_0_p4_1_mono.wav	la nuit	NA	no	yes	filler	NA	no	735.0	1367	632	1	no
1	B2	2	8	22	female	right	Other	13	n94_1_p2_1_mono.wav	le sequestre	NA	no	no	filler	u	yes	1007.0	3814	2807	1	yes
1	B2	2	8	22	female	right	Other	14	f28_0_p4_1_mono.wav	le frère	NA	no	yes	filler	NA	no	938.0	2700	1762	5	yes
1	B2	2	8	22	female	right	Other	15	t21_1_p1_2_mono.wav	le recul		yes	yes	mismatch	u	yes	833.0	1483	650	5	yes
1	B2	2	8	22	female	right	Other	16	n54_0_p1_1_mono.wav	le garfait	NA	no	no	filler	NA	no	936.0	1597	661	1	yes
1	B2	2	8	22	female	right	Other	17	n44_0_p1_1_mono.wav	la fanouille	NA	no	no	filler	NA	no	852.0	4274	3422	1	yes
1	B2	2	8	22	female	right	Other	18	n79_0_p4_1_mono.wav	le tavre	NA	no	no	filler	NA	no	855.0	2719	1864	5	no
1	B2	2	8	22	female	right	Other	19	n84_0_p4_1_mono.wav	le vort	NA	no	no	filler	NA	no	798.0	1627	829	1	yes
1	B2	2	8	22	female	right	Other	20	f52_0_p2_1_mono.wav	le genre	NA	no	yes	filler	NA	no	889.0	2166	1277	1	no
1	B2	2	8	22	female	right	Other	21	n17_1_p2_1_mono.wav	la segence	NA	no	no	filler	u	yes	1016.0	1826	810	1	yes
1	B2	2	8	22	female	right	Other	22	f53_0_p2_1_mono.wav	le groupe	NA	no	yes	filler	NA	no	744.0	1402	658	5	yes
1	B2	2	8	22	female	right	Other	23	t01_2_p4_2_mono.wav	la b'lette	*	yes	yes	match	r	yes	879.0	4536	3657	5	yes
1	B2	2	8	22	female	right	Other	24	n52_0_p2_1_mono.wav	le drère	NA	no	no	filler	NA	no	819.0	1370	551	1	yes
1	B2	2	8	22	female	right	Other	25	n41_0_p2_1_mono.wav	l'agime	NA	no	no	filler	NA	no	766.0	1755	989	1	yes
1	B2	2	8	22	female	right	Other	26	n64_0_p3_1_mono.wav	l'oune	NA	no	no	filler	NA	no	601.0	3278	2677	5	no
1	B2	2	8	22	female	right	Other	27	n08_1_p3_1_mono.wav	la secotte	NA	no	no	filler	u	yes	911.0	1672	761	5	no
1	B2	2	8	22	female	right	Other	28	n87_2_p1_1_mono.wav	le ch'nache	NA	no	no	filler	r	yes	904.0	1650	746	1	yes
1	B2	2	8	22	female	right	Other	29	t09_1_p1_2_mono.wav	le fenouil		yes	yes	mismatch	u	yes	845.0	3850	3005	5	yes
1	B2	2	8	22	female	right	Other	30	f01_0_p4_1_mono.wav	l'oncle	NA	no	yes	filler	NA	no	764.0	2539	1775	1	no
1	B2	2	8	22	female	right	Other	31	f65_1_p3_1_mono.wav	le repaire	NA	no	yes	filler	u	yes	892.0	1678	786	1	no
1	B2	2	8	22	female	right	Other	32	n96_2_p1_1_mono.wav	la r'fare	NA	no	no	filler	r	yes	910.0	1417	507	1	yes
1	B2	2	8	22	female	right	Other	33	t02_2_p3_2_mono.wav	la l'vrette		yes	yes	match	r	yes	888.0	1605	717	5	yes
1	B2	2	8	22	female	right	Other	34	f51_0_p3_1_mono.wav	le chef	NA	no	yes	filler	NA	no	767.0	1315	548	5	yes
1	B2	2	8	22	female	right	Other	35	t16_2_p2_2_mono.wav	la p'luche		yes	yes	match	r	yes	805.0	1177	372	5	yes
1	B2	2	8	22	female	right	Other	36	n28_0_p1_1_mono.wav	la veure	NA	no	no	filler	NA	no	834.0	1286	452	1	yes
1	B2	2	8	22	female	right	Other	37	n65_0_p4_1_mono.wav	la murte	NA	no	no	filler	NA	no	894.0	1460	566	1	yes
1	B2	2	8	22	female	right	Other	38	n61_0_p3_1_mono.wav	l'apure	NA	no	no	filler	NA	no	885.0	2675	1790	5	no
1	B2	2	8	22	female	right	Other	39	n14_1_p1_1_mono.wav	la chemaille	NA	no	no	filler	u	yes	797.0	2693	1896	5	no
1	B2	2	8	22	female	right	Other	40	t12_2_p4_2_mono.wav	le r'quin		yes	yes	match	r	yes	641.0	1261	620	5	yes
1	B2	2	8	22	female	right	Other	41	n18_1_p3_1_mono.wav	le reclin	NA	no	no	filler	u	yes	888.0	1414	526	1	yes
1	B2	2	8	22	female	right	Other	42	f47_0_p2_1_mono.wav	la route	NA	no	yes	filler	NA	no	797.0	1412	615	5	yes
1	B2	2	8	22	female	right	Other	43	t24_1_p2_2_mono.wav	le faisan	C	yes	yes	mismatch	u	yes	686.0	2248	1562	5	yes
1	B2	2	8	22	female	right	Other	44	n33_0_p2_1_mono.wav	la juisse	NA	no	no	filler	NA	no	912.0	2054	1142	1	yes
1	B2	2	8	22	female	right	Other	45	n68_0_p3_1_mono.wav	la moucle	NA	no	no	filler	NA	no	808.0	1465	657	1	yes
1	B2	2	8	22	female	right	Other	46	t13_1_p3_2_mono.wav	le sevrage		yes	yes	mismatch	u	yes	976.0	1117	141	5	yes
1	B2	2	8	22	female	right	Other	47	f41_0_p4_1_mono.wav	la carte	NA	no	yes	filler	NA	no	836.0	1538	702	5	yes
1	B2	2	8	22	female	right	Other	48	f06_0_p2_1_mono.wav	le point	NA	no	yes	filler	NA	no	697.0	1468	771	1	no
1	B2	2	8	22	female	right	Other	49	n51_0_p4_1_mono.wav	le caffant	NA	no	no	filler	NA	no	644.0	1442	798	5	no
1	B2	2	8	22	female	right	Other	50	t18_2_p3_2_mono.wav	le r'flet	C	yes	yes	match	r	yes	859.0	1258	399	5	yes
1	B2	2	8	22	female	right	Other	51	n53_0_p1_1_mono.wav	le frolège	NA	no	no	filler	NA	no	855.0	2653	1798	5	no
1	B2	2	8	22	female	right	Other	52	f22_0_p3_1_mono.wav	la journée	NA	no	yes	filler	NA	no	793.0	1261	468	5	yes
1	B2	2	8	22	female	right	Other	53	n38_0_p2_1_mono.wav	le suir	NA	no	no	filler	NA	no	855.0	1524	669	1	yes
1	B2	2	8	22	female	right	Other	54	f32_0_p4_1_mono.wav	le moment	NA	no	yes	filler	NA	no	534.0	1095	561	5	yes
1	B2	2	8	22	female	right	Other	55	t11_1_p3_2_mono.wav	le remous		yes	yes	mismatch	u	yes	553.0	1242	689	5	yes
1	B2	2	8	22	female	right	Other	56	n31_0_p1_1_mono.wav	l'annue	NA	no	no	filler	NA	no	692.0	1483	791	1	yes
1	B2	2	8	22	female	right	Other	57	f25_0_p3_1_mono.wav	la question	NA	no	yes	filler	NA	no	728.0	1550	822	1	no
1	B2	2	8	22	female	right	Other	58	n81_0_p1_1_mono.wav	le croux	NA	no	no	filler	NA	no	720.0	2781	2061	1	yes
1	B2	2	8	22	female	right	Other	59	f07_0_p4_1_mono.wav	l'année	NA	no	yes	filler	NA	no	683.0	1351	668	1	no
1	B2	2	8	22	female	right	Other	60	n74_0_p1_1_mono.wav	le camont	NA	no	no	filler	NA	no	665.0	2695	2030	1	yes
1	B2	2	8	22	female	right	Other	61	f27_0_p1_1_mono.wav	le cadeau	NA	no	yes	filler	NA	no	604.0	1572	968	5	yes
1	B2	2	8	22	female	right	Other	62	n43_0_p2_1_mono.wav	l'ivée	NA	no	no	filler	NA	no	804.0	1428	624	1	yes
1	B2	2	8	22	female	right	Other	63	n67_0_p2_1_mono.wav	la janne	NA	no	no	filler	NA	no	765.0	1136	371	5	no
1	B2	2	8	22	female	right	Other	64	n69_0_p1_1_mono.wav	la madaine	NA	no	no	filler	NA	no	885.0	1219	334	5	no
1	B2	2	8	22	female	right	Other	65	n07_1_p2_1_mono.wav	la bechesse	NA	no	no	filler	u	yes	898.0	2465	1567	1	yes
1	B2	2	8	22	female	right	Other	66	t06_1_p1_2_mono.wav	le recel		yes	yes	mismatch	u	yes	938.0	1374	436	5	yes
1	B2	2	8	22	female	right	Other	67	f34_0_p1_1_mono.wav	le silence	NA	no	yes	filler	NA	no	931.0	1192	261	5	yes
1	B2	2	8	22	female	right	Other	68	f50_0_p2_1_mono.wav	le café	NA	no	yes	filler	NA	no	827.0	1125	298	5	yes
1	B2	2	8	22	female	right	Other	69	f49_0_p2_1_mono.wav	le bureau	NA	no	yes	filler	NA	no	857.0	1091	234	5	yes
1	B2	2	8	22	female	right	Other	70	f43_0_p4_1_mono.wav	la femme	NA	no	yes	filler	NA	no	863.0	1344	481	5	yes
1	B2	2	8	22	female	right	Other	71	f29_0_p3_1_mono.wav	le fromage	NA	no	yes	filler	NA	no	818.0	1134	316	5	yes
1	B2	2	8	22	female	right	Other	72	t07_2_p1_2_mono.wav	la b'daine		yes	yes	match	r	yes	756.0	1375	619	1	no
1	B2	2	8	22	female	right	Other	73	n47_0_p4_1_mono.wav	la nure	NA	no	no	filler	NA	no	829.0	1546	717	1	yes
1	B2	2	8	22	female	right	Other	74	n34_0_p3_1_mono.wav	le teau	NA	no	no	filler	NA	no	473.0	1482	1009	5	no
1	B2	2	8	22	female	right	Other	75	n75_0_p2_1_mono.wav	le fège	NA	no	no	filler	NA	no	882.0	1708	826	1	yes
1	B2	2	8	22	female	right	Other	76	n09_2_p1_1_mono.wav	le f'mmeil	NA	no	no	filler	r	yes	927.0	1432	505	5	no
1	B2	2	8	22	female	right	Other	77	n82_0_p2_1_mono.wav	le sermite	NA	no	no	filler	NA	no	876.0	1292	416	1	yes
1	B2	2	8	22	female	right	Other	78	f59_0_p2_1_mono.wav	le soleil	NA	no	yes	filler	NA	no	871.0	941	70	5	yes
1	B2	2	8	22	female	right	Other	79	f62_2_p2_1_mono.wav	le r'ssort	NA	no	yes	filler	r	yes	906.0	1612	706	1	no
1	B2	2	8	22	female	right	Other	80	f64_1_p3_1_mono.wav	le melon	NA	no	yes	filler	u	yes	682.0	1178	496	5	yes
1	B2	2	8	22	female	right	Other	81	f21_0_p1_1_mono.wav	la horloge	NA	no	yes	filler	NA	no	691.0	1090	399	5	yes
1	B2	2	8	22	female	right	Other	82	n49_0_p2_1_mono.wav	la questier	NA	no	no	filler	NA	no	963.0	1350	387	1	yes
1	B2	2	8	22	female	right	Other	83	n57_0_p1_1_mono.wav	le ratime	NA	no	no	filler	NA	no	859.0	1324	465	5	no
1	B2	2	8	22	female	right	Other	84	f15_0_p3_1_mono.wav	le train	NA	no	yes	filler	NA	no	648.0	1457	809	5	yes
1	B2	2	8	22	female	right	Other	85	n89_2_p4_1_mono.wav	le r'bil	NA	no	no	filler	r	yes	897.0	1380	483	1	yes
1	B2	2	8	22	female	right	Other	86	n92_1_p2_1_mono.wav	le regure	NA	no	no	filler	u	yes	940.0	3694	2754	5	no
1	B2	2	8	22	female	right	Other	87	n46_0_p1_1_mono.wav	la jourcie	NA	no	no	filler	NA	no	930.0	1504	574	1	yes
1	B2	2	8	22	female	right	Other	88	n80_0_p2_1_mono.wav	le péhut	NA	no	no	filler	NA	no	988.0	1972	984	1	yes
1	B2	2	8	22	female	right	Other	89	f17_0_p4_1_mono.wav	l'accord	NA	no	yes	filler	NA	no	866.0	2613	1747	5	yes
1	B2	2	8	22	female	right	Other	90	n95_1_p3_1_mono.wav	le repus	NA	no	no	filler	u	yes	796.0	1245	449	5	no
1	B2	2	8	22	female	right	Other	91	f48_0_p3_1_mono.wav	la scène	NA	no	yes	filler	NA	no	862.0	2075	1213	5	yes
1	B2	2	8	22	female	right	Other	92	f11_0_p2_1_mono.wav	le milieu	NA	no	yes	filler	NA	no	753.0	4337	3584	1	no
1	B2	2	8	22	female	right	Other	93	f44_0_p1_1_mono.wav	la lettre	NA	no	yes	filler	NA	no	839.0	1443	604	5	yes
1	B2	2	8	22	female	right	Other	94	n91_2_p3_1_mono.wav	le r'lide	NA	no	no	filler	r	yes	861.0	1448	587	1	yes
1	B2	2	8	22	female	right	Other	95	f31_0_p3_1_mono.wav	le jour	NA	no	yes	filler	NA	no	878.0	992	114	5	yes
1	B2	2	8	22	female	right	Other	96	n59_0_p4_1_mono.wav	le solti	NA	no	no	filler	NA	no	856.0	3076	2220	5	no
1	B2	2	8	22	female	right	Other	97	n05_1_p4_1_mono.wav	le gegnoble	NA	no	no	filler	u	yes	987.0	1474	487	1	yes
1	B2	2	8	22	female	right	Other	98	f72_2_p4_1_mono.wav	la r'vanche	NA	no	yes	filler	r	yes	869.0	1225	356	5	yes
1	B2	2	8	22	female	right	Other	99	n70_0_p1_1_mono.wav	la nale	NA	no	no	filler	NA	no	727.0	3093	2366	1	yes
1	B2	2	8	22	female	right	Other	100	n13_2_p1_1_mono.wav	le s'blème	NA	no	no	filler	r	yes	801.0	2806	2005	1	yes
1	B2	2	8	22	female	right	Other	101	f36_0_p1_1_mono.wav	le type	NA	no	yes	filler	NA	no	965.0	2490	1525	5	yes
1	B2	2	8	22	female	right	Other	102	n10_2_p3_1_mono.wav	le r'got	NA	no	no	filler	r	yes	787.0	1354	567	5	no
1	B2	2	8	22	female	right	Other	103	n60_0_p1_1_mono.wav	le tinge	NA	no	no	filler	NA	no	954.0	2118	1164	1	yes
1	B2	2	8	22	female	right	Other	104	n72_0_p3_1_mono.wav	la teune	NA	no	no	filler	NA	no	893.0	1716	823	1	yes
1	B2	2	8	22	female	right	Other	105	f30_0_p4_1_mono.wav	le garçon	NA	no	yes	filler	NA	no	615.0	1081	466	5	yes
1	B2	2	8	22	female	right	Other	106	n50_0_p2_1_mono.wav	la rille	NA	no	no	filler	NA	no	802.0	1610	808	1	yes
1	B2	2	8	22	female	right	Other	107	t19_1_p3_2_mono.wav	le chenil		yes	yes	mismatch	u	yes	917.0	1147	230	5	yes
1	B2	2	8	22	female	right	Other	108	f13_0_p4_1_mono.wav	le papier	NA	no	yes	filler	NA	no	977.0	4345	3368	1	no
1	B2	2	8	22	female	right	Other	109	f09_0_p2_1_mono.wav	la pièce	NA	no	yes	filler	NA	no	830.0	1507	677	5	yes
1	B2	2	8	22	female	right	Other	110	n04_2_p4_1_mono.wav	la r'noise	NA	no	no	filler	r	yes	882.0	1550	668	5	no
1	B2	2	8	22	female	right	Other	111	n22_1_p4_1_mono.wav	le relogue	NA	no	no	filler	u	yes	809.0	1284	475	5	no
1	B2	2	8	22	female	right	Other	112	f66_2_p2_1_mono.wav	le d'main	NA	no	yes	filler	r	yes	671.0	4838	4167	1	no
1	B2	2	8	22	female	right	Other	113	n88_1_p2_1_mono.wav	le messin	NA	no	no	filler	u	yes	704.0	1650	946	1	yes
1	B2	2	8	22	female	right	Other	114	n56_0_p3_1_mono.wav	le mossu	NA	no	no	filler	NA	no	820.0	1791	971	1	yes
1	B2	2	8	22	female	right	Other	115	n20_2_p4_1_mono.wav	le m'jet	NA	no	no	filler	r	yes	704.0	1432	728	1	yes
1	B2	2	8	22	female	right	Other	116	f45_0_p2_1_mono.wav	la madame	NA	no	yes	filler	NA	no	767.0	1078	311	5	yes
1	B2	2	8	22	female	right	Other	117	n15_1_p1_1_mono.wav	la pessade	NA	no	no	filler	u	yes	854.0	1358	504	1	yes
1	B2	2	8	22	female	right	Other	118	n11_2_p4_1_mono.wav	le r'fant	NA	no	no	filler	r	yes	646.0	1336	690	5	no
1	B2	2	8	22	female	right	Other	119	f63_1_p2_1_mono.wav	le cheval	NA	no	yes	filler	u	yes	841.0	1083	242	5	yes
1	B2	2	8	22	female	right	Other	120	n83_0_p4_1_mono.wav	le sogueil	NA	no	no	filler	NA	no	915.0	1521	606	1	yes
1	B2	2	8	22	female	right	Other	121	f69_2_p2_1_mono.wav	le r'gistre	NA	no	yes	filler	r	yes	946.0	1349	403	1	no
1	B2	2	8	22	female	right	Other	122	n90_2_p2_1_mono.wav	le d'sseau	NA	no	no	filler	r	yes	683.0	1968	1285	1	yes
1	B2	2	8	22	female	right	Other	123	f18_0_p3_1_mono.wav	l'enfant	NA	no	yes	filler	NA	no	513.0	884	371	5	yes
1	B2	2	8	22	female	right	Other	124	f71_1_p2_1_mono.wav	le record	NA	no	yes	filler	u	yes	909.0	1051	142	5	yes
1	B2	2	8	22	female	right	Other	125	n62_0_p4_1_mono.wav	l'hosor	NA	no	no	filler	NA	no	774.0	1317	543	1	yes
1	B2	2	8	22	female	right	Other	126	n21_1_p3_1_mono.wav	le repèze	NA	no	no	filler	u	yes	990.0	1313	323	5	no
1	B2	2	8	22	female	right	Other	127	f68_2_p4_1_mono.wav	le r'tard	NA	no	yes	filler	r	yes	935.0	1392	457	1	no
1	B2	2	8	22	female	right	Other	128	f55_0_p4_1_mono.wav	le livre	NA	no	yes	filler	NA	no	872.0	1178	306	5	yes
1	B2	2	8	22	female	right	Other	129	f33_0_p4_1_mono.wav	le rapport	NA	no	yes	filler	NA	no	872.0	1437	565	5	yes
