"session"	"list"	"group"	"subject"	"age"	"sex"	"hand"	"assist"	"trial"	"file"	"stimulus"	"is_target"	"is_word"	"targettype"	"red"	"is_schwa"	"duration"	"rt"	"rt_end"	"response"	"correctness"	"oexperiment"	"spelling"	"subject_oexp"
1	"A1"	1	17	20	"female"	"right"	"Nadia"	190	"f68_2_p4_1_mono.wav"	"le r'tard"	"no"	"yes"	"filler"	"r"	"yes"	935	2002	1067	1	"no"	"1"	"-spelling"	"17_1"
1	"A1"	1	17	20	"female"	"right"	"Nadia"	191	"n15_1_p1_1_mono.wav"	"la pessade"	"no"	"no"	"filler"	"u"	"yes"	854	1484	630	5	"no"	"1"	"-spelling"	"17_1"
1	"A1"	1	17	20	"female"	"right"	"Nadia"	192	"t18_1_p2_2_mono.wav"	"le reflet"	"yes"	"yes"	"match"	"u"	"yes"	845	1061	216	5	"yes"	"1"	"-spelling"	"17_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	1	"f66_2_p2_1_mono.wav"	"le d'main"	"no"	"yes"	"filler"	"r"	"yes"	671	1224	553	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	2	"n75_0_p2_1_mono.wav"	"le fège"	"no"	"no"	"filler"	NA	"no"	882	1418	536	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	3	"f34_0_p1_1_mono.wav"	"le silence"	"no"	"yes"	"filler"	NA	"no"	931	1465	534	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	4	"f72_1_p1_1_mono.wav"	"la revanche"	"no"	"yes"	"filler"	"u"	"yes"	900	1183	283	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	5	"n29_0_p2_1_mono.wav"	"le choint"	"no"	"no"	"filler"	NA	"no"	721	1057	336	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	6	"f67_1_p3_1_mono.wav"	"le refuge"	"no"	"yes"	"filler"	"u"	"yes"	888	1388	500	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	7	"f32_0_p4_1_mono.wav"	"le moment"	"no"	"yes"	"filler"	NA	"no"	534	1082	548	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	8	"n73_0_p1_1_mono.wav"	"le buveau"	"no"	"no"	"filler"	NA	"no"	615	1230	615	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	9	"n03_1_p1_1_mono.wav"	"la mequisse"	"no"	"no"	"filler"	"u"	"yes"	908	1453	545	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	10	"f50_0_p2_1_mono.wav"	"le café"	"no"	"yes"	"filler"	NA	"no"	827	1457	630	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	11	"f30_0_p4_1_mono.wav"	"le garçon"	"no"	"yes"	"filler"	NA	"no"	615	852	237	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	12	"n58_0_p1_1_mono.wav"	"la siture"	"no"	"no"	"filler"	NA	"no"	885	1198	313	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	13	"n22_2_p3_1_mono.wav"	"le r'logue"	"no"	"no"	"filler"	"r"	"yes"	818	1255	437	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	14	"n74_0_p1_1_mono.wav"	"le camont"	"no"	"no"	"filler"	NA	"no"	665	1110	445	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	15	"f61_1_p3_1_mono.wav"	"le semi"	"no"	"yes"	"filler"	"u"	"yes"	716	1244	528	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	16	"n31_0_p1_1_mono.wav"	"l'annue"	"no"	"no"	"filler"	NA	"no"	692	1119	427	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	17	"n01_2_p1_1_mono.wav"	"la b'rasse"	"no"	"no"	"filler"	"r"	"yes"	889	1088	199	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	18	"f62_1_p1_1_mono.wav"	"le ressort"	"no"	"yes"	"filler"	"u"	"yes"	881	1236	355	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	19	"n96_1_p2_1_mono.wav"	"la refare"	"no"	"no"	"filler"	"u"	"yes"	986	1195	209	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	20	"n70_0_p1_1_mono.wav"	"la nale"	"no"	"no"	"filler"	NA	"no"	727	1346	619	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	21	"f04_0_p2_1_mono.wav"	"la soeur"	"no"	"yes"	"filler"	NA	"no"	790	922	132	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	22	"n89_1_p3_1_mono.wav"	"le rebil"	"no"	"no"	"filler"	"u"	"yes"	912	1125	213	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	23	"n60_0_p1_1_mono.wav"	"le tinge"	"no"	"no"	"filler"	NA	"no"	954	1356	402	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	24	"t22_2_p3_2_mono.wav"	"le r'nard"	"yes"	"yes"	"mismatch"	"r"	"yes"	857	1304	447	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	25	"n91_2_p3_1_mono.wav"	"le r'lide"	"no"	"no"	"filler"	"r"	"yes"	861	1178	317	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	26	"f71_2_p1_1_mono.wav"	"le r'cord"	"no"	"yes"	"filler"	"r"	"yes"	866	1224	358	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	27	"f03_0_p4_1_mono.wav"	"la nuit"	"no"	"yes"	"filler"	NA	"no"	735	965	230	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	28	"n05_1_p4_1_mono.wav"	"le gegnoble"	"no"	"no"	"filler"	"u"	"yes"	987	1159	172	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	29	"n49_0_p2_1_mono.wav"	"la questier"	"no"	"no"	"filler"	NA	"no"	963	1256	293	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	30	"n27_0_p2_1_mono.wav"	"la tuit"	"no"	"no"	"filler"	NA	"no"	916	1133	217	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	31	"n39_0_p2_1_mono.wav"	"le grat"	"no"	"no"	"filler"	NA	"no"	621	1028	407	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	32	"f19_0_p2_1_mono.wav"	"l'idée"	"no"	"yes"	"filler"	NA	"no"	796	1026	230	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	33	"n02_2_p2_1_mono.wav"	"la l'druche"	"no"	"no"	"filler"	"r"	"yes"	869	1130	261	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	34	"f41_0_p4_1_mono.wav"	"la carte"	"no"	"yes"	"filler"	NA	"no"	836	904	68	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	35	"f47_0_p2_1_mono.wav"	"la route"	"no"	"yes"	"filler"	NA	"no"	797	911	114	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	36	"n09_2_p1_1_mono.wav"	"le f'mmeil"	"no"	"no"	"filler"	"r"	"yes"	927	1019	92	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	37	"t11_1_p3_2_mono.wav"	"le remous"	"yes"	"yes"	"match"	"u"	"yes"	553	1004	451	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	38	"n90_2_p2_1_mono.wav"	"le d'sseau"	"no"	"no"	"filler"	"r"	"yes"	683	1020	337	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	39	"f01_0_p4_1_mono.wav"	"l'oncle"	"no"	"yes"	"filler"	NA	"no"	764	1189	425	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	40	"f44_0_p1_1_mono.wav"	"la lettre"	"no"	"yes"	"filler"	NA	"no"	839	1187	348	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	41	"n33_0_p2_1_mono.wav"	"la juisse"	"no"	"no"	"filler"	NA	"no"	912	1073	161	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	42	"n44_0_p1_1_mono.wav"	"la fanouille"	"no"	"no"	"filler"	NA	"no"	852	1092	240	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	43	"n65_0_p4_1_mono.wav"	"la murte"	"no"	"no"	"filler"	NA	"no"	894	1330	436	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	44	"n62_0_p4_1_mono.wav"	"l'hosor"	"no"	"no"	"filler"	NA	"no"	774	1100	326	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	45	"f70_1_p1_1_mono.wav"	"le semestre"	"no"	"yes"	"filler"	"u"	"yes"	947	1100	153	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	46	"t21_1_p1_2_mono.wav"	"le recul"	"yes"	"yes"	"match"	"u"	"yes"	833	1240	407	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	47	"n69_0_p1_1_mono.wav"	"la madaine"	"no"	"no"	"filler"	NA	"no"	885	1043	158	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	48	"f55_0_p4_1_mono.wav"	"le livre"	"no"	"yes"	"filler"	NA	"no"	872	1036	164	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	49	"f27_0_p1_1_mono.wav"	"le cadeau"	"no"	"yes"	"filler"	NA	"no"	604	966	362	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	50	"n50_0_p2_1_mono.wav"	"la rille"	"no"	"no"	"filler"	NA	"no"	802	1209	407	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	51	"f45_0_p2_1_mono.wav"	"la madame"	"no"	"yes"	"filler"	NA	"no"	767	930	163	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	52	"n20_1_p1_1_mono.wav"	"le mejet"	"no"	"no"	"filler"	"u"	"yes"	793	1263	470	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	53	"n35_0_p3_1_mono.wav"	"le missien"	"no"	"no"	"filler"	NA	"no"	721	1294	573	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	54	"n19_1_p3_1_mono.wav"	"le chedel"	"no"	"no"	"filler"	"u"	"yes"	870	1021	151	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	55	"n63_0_p1_1_mono.wav"	"la histienne"	"no"	"no"	"filler"	NA	"no"	786	1059	273	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	56	"f18_0_p3_1_mono.wav"	"l'enfant"	"no"	"yes"	"filler"	NA	"no"	513	955	442	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	57	"n64_0_p3_1_mono.wav"	"l'oune"	"no"	"no"	"filler"	NA	"no"	601	978	377	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	58	"n52_0_p2_1_mono.wav"	"le drère"	"no"	"no"	"filler"	NA	"no"	819	1049	230	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	59	"n11_1_p4_1_mono.wav"	"le refant"	"no"	"no"	"filler"	"u"	"yes"	700	1441	741	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	60	"n61_0_p3_1_mono.wav"	"l'apure"	"no"	"no"	"filler"	NA	"no"	885	1124	239	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	61	"t24_2_p1_2_mono.wav"	"le f'san"	"yes"	"yes"	"mismatch"	"r"	"yes"	573	869	296	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	62	"f57_0_p2_1_mono.wav"	"le prix"	"no"	"yes"	"filler"	NA	"no"	792	1342	550	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	63	"f53_0_p2_1_mono.wav"	"le groupe"	"no"	"yes"	"filler"	NA	"no"	744	1019	275	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	64	"n86_1_p3_1_mono.wav"	"le repire"	"no"	"no"	"filler"	"u"	"yes"	965	1426	461	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	65	"n76_0_p4_1_mono.wav"	"le tenre"	"no"	"no"	"filler"	NA	"no"	832	1226	394	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	66	"t15_1_p3_2_mono.wav"	"la pelouse"	"yes"	"yes"	"match"	"u"	"yes"	1008	1404	396	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	67	"n17_2_p4_1_mono.wav"	"la s'gence"	"no"	"no"	"filler"	"r"	"yes"	1084	1409	325	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	68	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"mismatch"	"r"	"yes"	747	1168	421	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	69	"n34_0_p3_1_mono.wav"	"le teau"	"no"	"no"	"filler"	NA	"no"	473	996	523	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	70	"f40_0_p1_1_mono.wav"	"l'homme"	"no"	"yes"	"filler"	NA	"no"	638	1078	440	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	71	"f58_0_p1_1_mono.wav"	"le service"	"no"	"yes"	"filler"	NA	"no"	935	1788	853	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	72	"n13_1_p2_1_mono.wav"	"le seblème"	"no"	"no"	"filler"	"u"	"yes"	846	1360	514	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	73	"n94_1_p2_1_mono.wav"	"le sequestre"	"no"	"no"	"filler"	"u"	"yes"	1007	1456	449	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	74	"n57_0_p1_1_mono.wav"	"le ratime"	"no"	"no"	"filler"	NA	"no"	859	1146	287	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	75	"n77_0_p4_1_mono.wav"	"le bruc"	"no"	"no"	"filler"	NA	"no"	880	1372	492	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	76	"f24_0_p2_1_mono.wav"	"la maison"	"no"	"yes"	"filler"	NA	"no"	625	1116	491	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	77	"n45_0_p3_1_mono.wav"	"la horgune"	"no"	"no"	"filler"	NA	"no"	731	983	252	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	78	"t04_2_p1_2_mono.wav"	"la r'liure"	"yes"	"yes"	"mismatch"	"r"	"yes"	946	1113	167	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	79	"f31_0_p3_1_mono.wav"	"le jour"	"no"	"yes"	"filler"	NA	"no"	878	1001	123	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	80	"n24_2_p4_1_mono.wav"	"le f'quon"	"no"	"no"	"filler"	"r"	"yes"	660	898	238	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	81	"n40_0_p3_1_mono.wav"	"l'équise"	"no"	"no"	"filler"	NA	"no"	872	1443	571	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	82	"n59_0_p4_1_mono.wav"	"le solti"	"no"	"no"	"filler"	NA	"no"	856	1372	516	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	83	"t16_2_p2_2_mono.wav"	"la p'luche"	"yes"	"yes"	"mismatch"	"r"	"yes"	805	997	192	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	84	"f13_0_p4_1_mono.wav"	"le papier"	"no"	"yes"	"filler"	NA	"no"	977	1137	160	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	85	"f22_0_p3_1_mono.wav"	"la journée"	"no"	"yes"	"filler"	NA	"no"	793	991	198	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	86	"f59_0_p2_1_mono.wav"	"le soleil"	"no"	"yes"	"filler"	NA	"no"	871	959	88	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	87	"f42_0_p1_1_mono.wav"	"la chance"	"no"	"yes"	"filler"	NA	"no"	807	1072	265	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	88	"n80_0_p2_1_mono.wav"	"le péhut"	"no"	"no"	"filler"	NA	"no"	988	1476	488	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	89	"n67_0_p2_1_mono.wav"	"la janne"	"no"	"no"	"filler"	NA	"no"	765	969	204	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	90	"f54_0_p1_1_mono.wav"	"le journal"	"no"	"yes"	"filler"	NA	"no"	910	1140	230	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	91	"f02_0_p2_1_mono.wav"	"la main"	"no"	"yes"	"filler"	NA	"no"	540	1478	938	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	92	"t14_2_p3_2_mono.wav"	"la ch'nille"	"yes"	"yes"	"mismatch"	"r"	"yes"	854	1131	277	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	93	"n42_0_p1_1_mono.wav"	"l'endos"	"no"	"no"	"filler"	NA	"no"	588	1422	834	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	94	"f29_0_p3_1_mono.wav"	"le fromage"	"no"	"yes"	"filler"	NA	"no"	818	913	95	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	95	"n38_0_p2_1_mono.wav"	"le suir"	"no"	"no"	"filler"	NA	"no"	855	1375	520	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	96	"f65_2_p1_1_mono.wav"	"le r'paire"	"no"	"yes"	"filler"	"r"	"yes"	914	1342	428	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	97	"f56_0_p3_1_mono.wav"	"le pays"	"no"	"yes"	"filler"	NA	"no"	738	1543	805	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	98	"n06_1_p2_1_mono.wav"	"le retal"	"no"	"no"	"filler"	"u"	"yes"	907	1415	508	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	99	"f21_0_p1_1_mono.wav"	"la horloge"	"no"	"yes"	"filler"	NA	"no"	691	1030	339	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	100	"t23_1_p3_2_mono.wav"	"la secousse"	"yes"	"yes"	"match"	"u"	"yes"	899	1691	792	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	101	"f46_0_p1_1_mono.wav"	"la part"	"no"	"yes"	"filler"	NA	"no"	851	1304	453	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	102	"n87_1_p3_1_mono.wav"	"le chenache"	"no"	"no"	"filler"	"u"	"yes"	881	1442	561	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	103	"n43_0_p2_1_mono.wav"	"l'ivée"	"no"	"no"	"filler"	NA	"no"	804	1271	467	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	104	"n71_0_p3_1_mono.wav"	"la foite"	"no"	"no"	"filler"	NA	"no"	994	1400	406	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	105	"n36_0_p1_1_mono.wav"	"le linde"	"no"	"no"	"filler"	NA	"no"	848	1275	427	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	106	"n78_0_p1_1_mono.wav"	"le jourlingue"	"no"	"no"	"filler"	NA	"no"	993	1589	596	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	107	"f23_0_p1_1_mono.wav"	"la mère"	"no"	"yes"	"filler"	NA	"no"	902	1061	159	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	108	"f09_0_p2_1_mono.wav"	"la pièce"	"no"	"yes"	"filler"	NA	"no"	830	1106	276	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	109	"f36_0_p1_1_mono.wav"	"le type"	"no"	"yes"	"filler"	NA	"no"	965	1184	219	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	110	"f38_0_p3_1_mono.wav"	"l'hôtel"	"no"	"yes"	"filler"	NA	"no"	721	959	238	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	111	"f20_0_p3_1_mono.wav"	"la famille"	"no"	"yes"	"filler"	NA	"no"	856	978	122	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	112	"n93_2_p3_1_mono.wav"	"le r'vercle"	"no"	"no"	"filler"	"r"	"yes"	806	1219	413	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	113	"f26_0_p1_1_mono.wav"	"la ville"	"no"	"yes"	"filler"	NA	"no"	741	995	254	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	114	"n18_1_p3_1_mono.wav"	"le reclin"	"no"	"no"	"filler"	"u"	"yes"	888	1221	333	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	115	"n32_0_p1_1_mono.wav"	"l'heule"	"no"	"no"	"filler"	NA	"no"	678	887	209	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	116	"t01_1_p2_2_mono.wav"	"la belette"	"yes"	"yes"	"match"	"u"	"yes"	930	1170	240	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	117	"n23_2_p1_1_mono.wav"	"la s'pave"	"no"	"no"	"filler"	"r"	"yes"	945	1217	272	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	118	"t02_2_p3_2_mono.wav"	"la l'vrette"	"yes"	"yes"	"mismatch"	"r"	"yes"	888	1109	221	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	119	"n30_0_p2_1_mono.wav"	"le pien"	"no"	"no"	"filler"	NA	"no"	691	1211	520	5	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	120	"f39_0_p1_1_mono.wav"	"l'histoire"	"no"	"yes"	"filler"	NA	"no"	949	881	-68	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	121	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1178	299	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	122	"f63_2_p4_1_mono.wav"	"le ch'val"	"no"	"yes"	"filler"	"r"	"yes"	779	1599	820	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	123	"n16_2_p4_1_mono.wav"	"la p'doche"	"no"	"no"	"filler"	"r"	"yes"	875	1967	1092	1	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	124	"t07_1_p2_2_mono.wav"	"la bedaine"	"yes"	"yes"	"match"	"u"	"yes"	973	1478	505	1	"no"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	125	"f17_0_p4_1_mono.wav"	"l'accord"	"no"	"yes"	"filler"	NA	"no"	866	1096	230	5	"yes"	"1"	"-spelling"	"11_1"
1	"A2"	1	11	18	"female"	"right"	"Ilse"	126	"t13_1_p3_2_mono.wav"	"le sevrage"	"yes"	"yes"	"match"	"u"	"yes"	976	1339	363	1	"no"	"1"	"-spelling"	"11_1"
